Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-09-25 12:39:56Z : PB = 435429376 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-09-25 15:01:21Z : PB = 686153728 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:01:21Z : PB = 686153728 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:01:21Z : PB = 686153728 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:01:21Z : PB = 686153728 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:01:21Z : PB = 686153728 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:01:21Z : PB = 691724288 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:01:21Z : PB = 691724288 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:01:21Z : PB = 691724288 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:01:21Z : PB = 691724288 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-25 15:01:21Z : PB = 691724288 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-25 15:01:21Z : PB = 691724288 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-25 15:01:21Z : PB = 691724288 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-25 15:01:21Z : PB = 691724288 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 15:01:21Z : PB = 691789824 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW1\109590043\HW01\Form1.cs Line 37
FeatureEnvyDetector	WARN	 Homework01.Form1 envy Homework01.Model
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		GetCategoryBookCount
FeatureEnvyDetector	WARN		GetTabName
2022-09-25 15:01:22Z : PB = 693379072 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-25 15:01:22Z : PB = 693379072 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-25 15:01:22Z : PB = 693379072 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
given range is not current
2022-09-25 15:52:41Z : PB = 693297152 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-25 15:52:41Z : PB = 694607872 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 15:52:41Z : PB = 694607872 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-25 15:52:41Z : PB = 694607872 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-25 15:52:41Z : PB = 694009856 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-25 15:52:41Z : PB = 693751808 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-25 15:52:41Z : PB = 693751808 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-25 15:52:41Z : PB = 693751808 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:41Z : PB = 693448704 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:41Z : PB = 693448704 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:41Z : PB = 693448704 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:41Z : PB = 693645312 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:41Z : PB = 696913920 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:41Z : PB = 696913920 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:41Z : PB = 696913920 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:41Z : PB = 696913920 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:41Z : PB = 696913920 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:41Z : PB = 694693888 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:41Z : PB = 694693888 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:41Z : PB = 694693888 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:41Z : PB = 698138624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:41Z : PB = 698138624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:41Z : PB = 698138624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:41Z : PB = 698138624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:41Z : PB = 698138624 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:41Z : PB = 698138624 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:41Z : PB = 698138624 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:41Z : PB = 698138624 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:42Z : PB = 701579264 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:42Z : PB = 701579264 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:42Z : PB = 701579264 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:42Z : PB = 701579264 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:42Z : PB = 701579264 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:42Z : PB = 701579264 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:42Z : PB = 701579264 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:42Z : PB = 701579264 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:42Z : PB = 705036288 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:42Z : PB = 705036288 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:42Z : PB = 705036288 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:42Z : PB = 705036288 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:42Z : PB = 705036288 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:42Z : PB = 705036288 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:42Z : PB = 705036288 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:42Z : PB = 705036288 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:42Z : PB = 708521984 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:42Z : PB = 708521984 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:42Z : PB = 708521984 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:42Z : PB = 708521984 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:42Z : PB = 708521984 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:42Z : PB = 708481024 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:42Z : PB = 708481024 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:42Z : PB = 708481024 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:42Z : PB = 691097600 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:42Z : PB = 691097600 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:42Z : PB = 691097600 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:42Z : PB = 691097600 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:42Z : PB = 691097600 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:42Z : PB = 691097600 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:42Z : PB = 691097600 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:42Z : PB = 691097600 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:42Z : PB = 694267904 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:42Z : PB = 694267904 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:42Z : PB = 694267904 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:42Z : PB = 694267904 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:42Z : PB = 694267904 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:42Z : PB = 694267904 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:42Z : PB = 694267904 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:42Z : PB = 694267904 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:42Z : PB = 697696256 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:42Z : PB = 697696256 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:42Z : PB = 697696256 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:42Z : PB = 697696256 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:42Z : PB = 697696256 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:42Z : PB = 697290752 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:42Z : PB = 697290752 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:42Z : PB = 697290752 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:42Z : PB = 700780544 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:42Z : PB = 700780544 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:42Z : PB = 700780544 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:42Z : PB = 700780544 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:52:42Z : PB = 700780544 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:52:42Z : PB = 700780544 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:52:42Z : PB = 700780544 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:52:42Z : PB = 700780544 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:52:42Z : PB = 704241664 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:52:42Z : PB = 704241664 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:52:42Z : PB = 704241664 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:52:42Z : PB = 704241664 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-25 15:52:42Z : PB = 704241664 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-25 15:52:42Z : PB = 704241664 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-25 15:52:42Z : PB = 704241664 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-25 15:52:42Z : PB = 704241664 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 15:52:42Z : PB = 704241664 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW1\109590043\HW01\Form1.cs Line 39
FeatureEnvyDetector	WARN	 Homework01.Form1 envy Homework01.Model
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		GetBookCategories
FeatureEnvyDetector	WARN		GetBookCategories
2022-09-25 15:52:43Z : PB = 703623168 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-25 15:52:43Z : PB = 703623168 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-25 15:52:43Z : PB = 703623168 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 15:53:11Z : PB = 688168960 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-25 15:53:11Z : PB = 688975872 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 15:53:11Z : PB = 688975872 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-25 15:53:11Z : PB = 688369664 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-25 15:53:11Z : PB = 688369664 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-25 15:53:11Z : PB = 688369664 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-25 15:53:11Z : PB = 688058368 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-25 15:53:11Z : PB = 688058368 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 688062464 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 688062464 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 688062464 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 688128000 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 691904512 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 691904512 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 691904512 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 691904512 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 691904512 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 691904512 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 691904512 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 691904512 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 695889920 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 695889920 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 695889920 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 695889920 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 695889920 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 695889920 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 695889920 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 695889920 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 698740736 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 698740736 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 698740736 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 698740736 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 698740736 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 698744832 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 698744832 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 698744832 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 702201856 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 702201856 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 702201856 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 702201856 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 702201856 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 702201856 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 702201856 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 702201856 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 705662976 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 705662976 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 705662976 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 705662976 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 705662976 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 705646592 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 705646592 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 705646592 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 709095424 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 709095424 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 709095424 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 709095424 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 709095424 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 709095424 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 15:53:11Z : PB = 709095424 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 15:53:11Z : PB = 709095424 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 15:53:11Z : PB = 713072640 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 15:53:11Z : PB = 713072640 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 15:53:11Z : PB = 713072640 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 15:53:11Z : PB = 713072640 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 15:53:11Z : PB = 713072640 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 15:53:11Z : PB = 713072640 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
