Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-04 08:37:35Z : PB = 620113920 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-04 08:41:51Z : PB = 685473792 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 08:41:51Z : PB = 685473792 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-12-04 08:41:51Z : PB = 685473792 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 3])
2022-12-04 08:41:51Z : PB = 684814336 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 3], ignoreCache=True, settingsPath=<null>)
2022-12-04 08:41:51Z : PB = 684818432 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-04 08:41:51Z : PB = 684818432 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-04 08:41:51Z : PB = 684818432 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:51Z : PB = 684818432 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:51Z : PB = 684818432 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:51Z : PB = 684818432 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:51Z : PB = 684818432 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:51Z : PB = 687087616 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:51Z : PB = 687087616 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:51Z : PB = 687153152 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:51Z : PB = 686870528 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:51Z : PB = 686870528 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:51Z : PB = 686534656 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:51Z : PB = 686534656 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:51Z : PB = 686534656 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:51Z : PB = 689950720 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:51Z : PB = 689950720 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:51Z : PB = 689950720 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:51Z : PB = 689950720 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:51Z : PB = 689950720 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:51Z : PB = 689950720 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:51Z : PB = 689950720 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:51Z : PB = 689950720 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:51Z : PB = 694038528 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:51Z : PB = 694038528 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:51Z : PB = 694038528 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:51Z : PB = 694038528 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:51Z : PB = 694038528 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:51Z : PB = 694038528 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:51Z : PB = 694038528 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:51Z : PB = 694038528 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:51Z : PB = 698880000 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:51Z : PB = 698880000 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:51Z : PB = 698880000 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:51Z : PB = 698880000 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:51Z : PB = 698880000 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:51Z : PB = 698880000 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:51Z : PB = 698880000 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:51Z : PB = 698880000 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:51Z : PB = 705671168 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:51Z : PB = 705671168 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:51Z : PB = 704950272 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:51Z : PB = 704950272 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:51Z : PB = 704950272 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:51Z : PB = 687198208 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:51Z : PB = 687198208 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:51Z : PB = 687198208 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:52Z : PB = 684949504 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:52Z : PB = 684949504 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:52Z : PB = 684949504 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:52Z : PB = 684949504 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:52Z : PB = 684949504 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:52Z : PB = 684949504 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:52Z : PB = 684949504 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:52Z : PB = 684949504 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:52Z : PB = 689295360 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:52Z : PB = 689295360 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:52Z : PB = 689295360 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:52Z : PB = 689295360 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:52Z : PB = 689295360 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:52Z : PB = 689295360 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:52Z : PB = 689295360 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:52Z : PB = 689295360 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:52Z : PB = 692166656 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:52Z : PB = 692166656 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:52Z : PB = 692166656 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:52Z : PB = 692166656 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:52Z : PB = 692166656 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:52Z : PB = 692166656 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:52Z : PB = 692166656 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:52Z : PB = 692166656 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:52Z : PB = 695934976 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:52Z : PB = 695934976 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:52Z : PB = 695934976 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:52Z : PB = 695934976 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:52Z : PB = 695934976 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:52Z : PB = 695934976 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:52Z : PB = 695934976 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:52Z : PB = 695934976 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:52Z : PB = 686063616 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:52Z : PB = 686063616 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:52Z : PB = 686063616 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:52Z : PB = 686063616 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:52Z : PB = 686063616 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:52Z : PB = 686063616 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:52Z : PB = 686063616 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:52Z : PB = 686063616 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:52Z : PB = 688631808 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:52Z : PB = 688631808 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:52Z : PB = 688631808 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:52Z : PB = 688631808 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:52Z : PB = 688631808 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:52Z : PB = 688635904 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:52Z : PB = 688635904 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:52Z : PB = 688635904 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:53Z : PB = 685166592 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:53Z : PB = 685166592 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:53Z : PB = 685166592 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:53Z : PB = 685166592 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:53Z : PB = 685166592 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:53Z : PB = 685166592 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:53Z : PB = 685166592 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:53Z : PB = 685166592 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:53Z : PB = 689172480 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:53Z : PB = 689172480 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:53Z : PB = 689172480 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:53Z : PB = 689172480 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:53Z : PB = 689172480 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:53Z : PB = 689172480 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:53Z : PB = 689172480 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:53Z : PB = 689172480 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:53Z : PB = 692756480 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:53Z : PB = 692756480 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:53Z : PB = 692756480 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:53Z : PB = 692756480 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:53Z : PB = 692756480 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:53Z : PB = 692756480 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:53Z : PB = 692756480 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:53Z : PB = 692756480 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:53Z : PB = 696201216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:53Z : PB = 696201216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:53Z : PB = 696201216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:53Z : PB = 696201216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:53Z : PB = 696201216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:53Z : PB = 696201216 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:53Z : PB = 696201216 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:53Z : PB = 696201216 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:53Z : PB = 699650048 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:53Z : PB = 699650048 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:53Z : PB = 699650048 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:53Z : PB = 699650048 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:53Z : PB = 699650048 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:53Z : PB = 699650048 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:53Z : PB = 699650048 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:53Z : PB = 699650048 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:53Z : PB = 703070208 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:53Z : PB = 703070208 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:53Z : PB = 703070208 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:53Z : PB = 703070208 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:53Z : PB = 703070208 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:53Z : PB = 702812160 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:53Z : PB = 702812160 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:53Z : PB = 702812160 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:53Z : PB = 685408256 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:53Z : PB = 685408256 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:53Z : PB = 685408256 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:53Z : PB = 685408256 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:53Z : PB = 685408256 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:53Z : PB = 685256704 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:53Z : PB = 685256704 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:53Z : PB = 685256704 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:53Z : PB = 688480256 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:53Z : PB = 688480256 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:53Z : PB = 688480256 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:53Z : PB = 688480256 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:53Z : PB = 688480256 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:53Z : PB = 688480256 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:53Z : PB = 688480256 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:53Z : PB = 688480256 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:54Z : PB = 685826048 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:54Z : PB = 685826048 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:54Z : PB = 685826048 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:54Z : PB = 685826048 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:54Z : PB = 685826048 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:54Z : PB = 685826048 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:54Z : PB = 685826048 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:54Z : PB = 685826048 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:55Z : PB = 686014464 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:41:55Z : PB = 686014464 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:41:55Z : PB = 686014464 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:41:55Z : PB = 686014464 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:41:55Z : PB = 686014464 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:41:55Z : PB = 686014464 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:41:55Z : PB = 686014464 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:41:55Z : PB = 686014464 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:41:55Z : PB = 689360896 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
